151.0,0
158.0,1
158.0,2
159.0,3
158.0,4
154.0,5
161.0,6
169.0,7
173.0,8
167.0,9
169.0,10
176.0,11
179.0,12
190.0,13
191.0,14
188.0,15
183.0,16
173.0,17
157.0,18
146.0,19
145.0,20
143.0,21
143.0,22
141.0,23
136.0,24
127.0,25
120.0,26
109.0,27
102.0,28
95.0,29
95.0,30
