413.0,0
413.0,1
407.0,2
396.0,3
387.0,4
383.0,5
382.0,6
381.0,7
370.0,8
354.0,9
353.0,10
350.0,11
348.0,12
338.0,13
326.0,14
310.0,15
304.0,16
304.0,17
299.0,18
322.0,19
334.0,20
347.0,21
396.0,22
449.0,23
524.0,24
567.0,25
545.0,26
575.0,27
672.0,28
748.0,29
722.0,30
